date;oktmo;pasta;legumes;bread;flour;rice;groats;potatoes;сucumbers_tomatoes;vegetables;roots;сabbage;fruit;sugar;candy;biscuits;mutton;beef;chicken;pork;fish;herring;curd;sour_creame;butter;milk_kefir;cheese;egg;margarine;oil;salt;spice;tea;cpi_1;cpi_2;cpi_3;pasta_value;legumes_value;bread_value;flour_value;rice_value;groats_value;potatoes_value;сucumbers_tomatoes_value;vegetables_value;roots_value;сabbage_value;fruit_value;sugar_value;candy_value;biscuits_value;mutton_value;beef_value;chicken_value;pork_value;fish_value;herring_value;curd_value;sour_creame_value;butter_value;milk_kefir_value;cheese_value;egg_value;margarine_value;oil_value;salt_value;spice_value;tea_value;ai92;ai95;ai98;dt;ai92_value;ai95_value;ai98_value;dt_value
2019-01-06;99000000000.0;59.044999999999995;100.43166666666667;71.77333333333333;24.853333333333335;44.16166666666667;31.058333333333334;25.061666666666667;159.09333333333333;27.53;51.69166666666666;24.833333333333332;107.01666666666667;49.495;400.89000000000004;210.1833333333333;0.0;128.31833333333336;186.25;266.8566666666667;0.0;215.31500000000003;368.48;222.95333333333335;574.42;64.90166666666666;430.33666666666664;5.6866666666666665;90.02166666666666;82.05833333333334;14.159999999999998;29.78;65.07333333333334;5529.571666666667;4727.048333333333;5652.48;2132.5766666666664;345.855;4931.231666666667;1178.6316666666667;636.9350000000001;1695.8533333333332;1357.1166666666668;1141.8916666666667;1060.75;1060.0933333333335;557.795;3201.6000000000004;2285.556666666667;594.6783333333333;741.21;0.0;42.41833333333333;2055.6733333333336;333.7183333333333;0.0;194.46333333333334;269.74833333333333;275.995;225.5583333333333;5667.905;591.4433333333333;26940.5;25.188333333333333;1069.4333333333334;298.53333333333336;2652.898333333333;1792.3483333333334;42.185;44.01333333333333;44.65;44.501666666666665;36366.03833333333;22823.98;1244.0766666666666;2343.9266666666667
2019-01-13;99000000000.0;58.16142857142857;96.3457142857143;71.43428571428572;29.805714285714284;54.44428571428572;31.582857142857144;26.392857142857142;140.91857142857143;27.117142857142856;54.00857142857143;33.01142857142857;109.61428571428571;49.56142857142857;296.4157142857143;197.15142857142857;0.0;220.98142857142855;183.6057142857143;305.61428571428576;0.0;194.9557142857143;363.5314285714286;205.62285714285713;567.8542857142858;63.86142857142857;415.13428571428574;5.792857142857143;135.75;80.18142857142857;17.13714285714286;29.75714285714286;70.58;5478.307142857143;4676.981428571428;5596.697142857143;2863.3228571428567;503.76000000000005;6314.291428571429;1695.967142857143;1043.0842857142857;2289.8714285714286;1832.4685714285715;1479.1314285714286;1737.4485714285713;1541.0242857142857;747.17;3989.0285714285715;3343.5014285714287;864.2385714285714;1101.6442857142858;0.0;71.28428571428572;2877.815714285714;480.7557142857143;0.0;289.95;400.04;454.61285714285714;299.14428571428573;7384.857142857143;850.6385714285715;35155.357142857145;37.51714285714286;1753.3742857142859;459.3971428571428;3627.6457142857143;2256.3571428571427;42.74714285714286;44.55428571428571;45.135714285714286;53.37428571428571;39293.9;23514.134285714284;1419.3328571428572;2612.3185714285714
2019-01-20;99000000000.0;56.85;89.5442857142857;70.02428571428571;30.16;54.25285714285714;32.582857142857144;27.360000000000003;143.6042857142857;27.184285714285714;54.73857142857143;34.27142857142857;109.54285714285713;49.45428571428572;281.95142857142855;198.40714285714284;0.0;210.1057142857143;181.31428571428572;297.10857142857145;0.0;191.67000000000002;379.2742857142857;216.54714285714286;583.2171428571429;64.14285714285714;453.88;5.938571428571429;133.16;80.35714285714286;17.212857142857143;29.20285714285714;73.7;5487.5142857142855;4684.948571428571;5625.641428571428;3217.5457142857144;522.5657142857143;7013.148571428572;1817.0742857142857;1129.3628571428571;2343.4357142857143;1900.5557142857142;1484.032857142857;1940.695714285714;1474.607142857143;922.0171428571429;4455.757142857143;3642.065714285714;981.3971428571429;1182.7742857142857;0.0;68.39571428571428;3238.2057142857143;646.3485714285715;0.0;363.59000000000003;411.57714285714286;417.35714285714283;318.5242857142857;7448.5142857142855;793.1142857142858;34808.04285714286;40.06285714285714;2002.847142857143;433.9942857142857;4036.2028571428573;2329.5385714285717;42.72714285714285;44.56428571428571;45.152857142857144;53.214285714285715;38742.61;22546.40428571429;1455.2900000000002;3208.2757142857145
2019-01-27;99000000000.0;56.535714285714285;96.37571428571428;71.08285714285715;29.865714285714287;58.55714285714286;34.151428571428575;28.58142857142857;154.9557142857143;28.15857142857143;56.53142857142857;34.83714285714286;103.89999999999999;49.78285714285715;297.6471428571429;194.50142857142856;0.0;350.0657142857143;183.73428571428573;291.56714285714287;0.0;187.81;372.06857142857143;216.51571428571427;590.9114285714286;64.10857142857142;456.8171428571428;5.792857142857143;132.78428571428572;82.34571428571428;17.288571428571426;29.582857142857144;75.39571428571428;5561.028571428571;4751.611428571428;5672.164285714286;2983.5914285714284;476.07714285714286;6417.545714285714;1704.9242857142856;927.527142857143;2050.29;1575.732857142857;1531.817142857143;1804.9971428571428;1354.9328571428573;907.8199999999999;4521.242857142857;3347.2000000000003;864.1585714285715;1196.1200000000001;0.0;105.65142857142857;2919.2128571428575;604.1285714285714;0.0;387.12857142857143;451.0457142857143;421.6542857142857;309.69;7165.351428571428;736.6400000000001;33144.57142857143;40.917142857142856;1825.1271428571429;417.55428571428575;3619.378571428571;2306.884285714286;42.74;44.56285714285714;45.112857142857145;53.19285714285714;36573.94571428571;20889.907142857144;1531.3485714285714;3454.8514285714286
2019-02-03;99000000000.0;55.61714285714286;102.44714285714285;70.60571428571428;29.84;58.83142857142857;32.97;27.931428571428572;158.33714285714285;29.04285714285714;58.56;32.857142857142854;113.08571428571429;49.68142857142857;290.1671428571429;196.15;0.0;227.40571428571428;184.42714285714285;295.81;0.0;198.21857142857144;365.70142857142855;216.03857142857143;579.12;64.48428571428572;462.9985714285714;5.315714285714286;133.47857142857143;81.37857142857142;18.34;29.187142857142856;75.39571428571428;5579.4800000000005;4762.458571428571;5737.084285714285;2910.7000000000003;451.49285714285713;6500.79;1721.8671428571429;938.1685714285715;2350.182857142857;995.9442857142858;1653.76;1789.2757142857142;1565.567142857143;871.6457142857142;4500.8;3370.152857142857;858.8371428571428;1203.6000000000001;0.0;73.53857142857143;2996.0885714285714;605.4414285714286;0.0;363.3228571428571;443.4814285714286;436.93142857142857;315.01000000000005;7612.76;772.1242857142857;37636.28571428572;40.77571428571429;1889.4328571428573;431.12;3842.6985714285715;2290.058571428571;42.73142857142857;44.55428571428571;45.128571428571426;51.597142857142856;38849.00714285714;23198.49857142857;1276.9871428571428;2460.7285714285713
2019-02-10;99000000000.0;55.269999999999996;104.43142857142857;69.64714285714285;30.632857142857144;53.519999999999996;30.888571428571428;27.28142857142857;158.5171428571429;29.987142857142857;57.67857142857143;36.73857142857143;111.60000000000001;49.56;289.2257142857143;196.54999999999998;0.0;246.79999999999998;182.45285714285714;293.2471428571429;0.0;208.73714285714286;376.3528571428572;219.21;590.3142857142857;64.32285714285715;461.55428571428575;5.337142857142857;129.31428571428572;79.94000000000001;18.279999999999998;28.914285714285715;71.83714285714287;5613.734285714286;4795.0599999999995;5771.728571428571;3109.692857142857;491.35571428571427;6899.5028571428575;1981.387142857143;1123.0157142857145;2639.63;1321.1671428571428;1502.6100000000001;1962.3285714285714;1758.9814285714285;949.3142857142857;4632.257142857143;3751.45;1015.0385714285715;1407.8342857142857;0.0;74.38285714285713;3353.132857142857;659.5985714285715;0.0;379.0357142857143;467.7114285714286;427.75714285714287;334.61285714285714;7559.751428571429;825.7542857142859;40868.57142857143;50.32714285714286;2263.6485714285714;441.1671428571429;4274.565714285714;2578.1657142857143;42.721428571428575;44.548571428571435;45.24142857142857;51.12285714285714;41020.07428571429;24592.237142857142;1376.087142857143;1960.357142857143
2019-02-17;99000000000.0;57.16571428571429;104.96428571428571;71.81428571428572;31.207142857142856;54.714285714285715;32.002857142857145;28.274285714285714;159.87142857142857;29.737142857142857;57.63285714285714;40.31714285714286;117.28571428571429;49.54142857142857;315.5314285714286;188.97571428571428;0.0;177.33428571428573;184.48857142857145;289.3614285714286;0.0;210.76714285714283;373.0828571428571;212.61285714285714;578.2042857142857;63.66571428571428;461.5628571428571;5.2942857142857145;130.5257142857143;78.5657142857143;18.251428571428573;29.437142857142856;75.78;5674.918571428571;4840.152857142857;5842.992857142856;3284.7957142857144;528.5085714285714;6420.297142857143;1887.1657142857143;1263.7900000000002;2706.497142857143;1339.792857142857;1595.492857142857;1813.7685714285715;1602.9371428571428;952.2542857142856;4889.128571428571;3853.6642857142856;1171.4871428571428;1529.8700000000001;0.0;61.67;3378.2042857142856;808.4499999999999;0.0;371.88428571428574;459.0142857142857;479.2785714285714;348.8357142857143;7607.5;863.0728571428572;40154.78571428572;48.99;2369.098571428571;486.9271428571428;4559.331428571429;2771.997142857143;42.715714285714284;44.542857142857144;45.074285714285715;51.06428571428571;40230.24285714286;24731.195714285714;1298.087142857143;2932.535714285714
2019-02-24;99000000000.0;58.971428571428575;104.41285714285713;71.96714285714286;30.541428571428572;55.701428571428565;32.48428571428571;29.557142857142857;179.24857142857144;32.309999999999995;59.22571428571428;42.228571428571435;119.91428571428571;49.347142857142856;325.92571428571426;186.84428571428572;0.0;189.3014285714286;188.11142857142858;289.29571428571427;0.0;204.75142857142856;370.11;214.65285714285713;565.8657142857143;63.575714285714284;462.42571428571426;5.094285714285713;108.82142857142857;79.95857142857143;18.97142857142857;30.814285714285713;79.86714285714287;5747.085714285714;4900.852857142857;5931.392857142857;2746.887142857143;494.7342857142857;6176.597142857143;1437.6957142857143;1000.3957142857143;2130.31;1196.2457142857143;1737.5557142857142;1181.7857142857142;1507.1457142857143;804.5500000000001;4715.728571428571;3191.7871428571425;1094.5742857142857;1361.814285714286;0.0;41.1;2960.441428571429;721.3000000000001;0.0;376.63;442.88714285714286;454.8985714285714;303.0457142857143;6989.454285714286;830.2642857142857;37786.28571428572;33.605714285714285;1753.31;425.0642857142857;3827.0214285714287;2401.9814285714283;42.69714285714286;44.54571428571428;45.12142857142857;50.69857142857143;35994.44142857143;22475.247142857144;1256.7557142857142;2579.41
2019-03-03;99000000000.0;58.32285714285714;99.41142857142857;72.90285714285714;31.725714285714286;56.879999999999995;33.6;30.23857142857143;182.97714285714284;32.325714285714284;56.449999999999996;42.30285714285714;118.08571428571429;49.348571428571425;307.3171428571428;193.75714285714284;0.0;243.39714285714285;183.71714285714285;295.1171428571429;0.0;199.74714285714285;374.1485714285714;217.95000000000002;563.2885714285715;64.4342857142857;470.4742857142857;4.9071428571428575;127.6842857142857;80.7042857142857;18.97;29.557142857142857;77.90142857142857;5733.325714285714;4888.318571428572;5907.072857142857;2781.697142857143;555.5757142857143;5924.955714285715;1526.9257142857143;971.5014285714286;2088.747142857143;1650.3242857142857;1505.392857142857;1077.43;1652.6028571428571;917.0142857142857;4700.214285714285;3085.695714285714;1154.7528571428572;1281.3700000000001;0.0;62.98285714285714;2879.347142857143;588.7428571428571;0.0;362.7157142857142;431.99142857142857;431.76000000000005;287.9214285714285;7122.651428571428;749.8000000000001;38881.21428571428;37.621428571428574;1803.6585714285716;436.2271428571429;3709.6471428571426;2127.3942857142856;42.705714285714286;44.544285714285714;45.09428571428572;51.05571428571428;35441.57;22103.205714285716;1443.1571428571428;2726.13
2019-03-10;99000000000.0;59.19;108.04285714285713;72.93571428571428;32.40571428571429;53.02428571428572;33.66285714285714;29.414285714285715;153.51714285714283;30.637142857142855;60.09285714285715;44.59142857142857;120.39999999999999;49.21714285714285;415.28714285714284;195.71142857142857;0.0;186.8942857142857;187.06285714285715;290.00714285714287;0.0;199.55714285714288;363.7357142857143;208.83285714285714;511.5571428571429;64.27571428571429;471.86285714285714;4.982857142857143;68.14142857142858;80.62142857142858;18.518571428571427;30.208571428571428;76.17142857142858;5747.018571428571;4898.891428571428;5909.077142857143;2506.5414285714287;476.03000000000003;5670.055714285714;2041.9928571428572;969.3242857142858;1880.947142857143;1667.0257142857142;2133.537142857143;1285.8528571428571;1480.4142857142856;886.8457142857143;4859.314285714286;3099.8942857142856;1390.0485714285714;1122.1714285714286;0.0;50.42285714285714;3096.5528571428576;727.2271428571429;0.0;421.39142857142855;458.6542857142857;563.5514285714286;363.86;7436.425714285715;827.7457142857144;41534.73714285715;21.702857142857145;1819.4957142857143;419.75;3617.394285714286;2262.3385714285714;42.69714285714286;44.519999999999996;45.14857142857143;50.887142857142855;35380.96857142857;22136.16285714286;1385.662857142857;2729.7771428571427
2019-03-17;99000000000.0;60.74285714285714;98.58;72.71571428571428;30.678571428571427;58.72714285714286;34.00857142857143;28.244285714285716;135.01857142857142;31.14428571428571;54.99;43.92142857142857;119.08571428571429;48.68;272.7357142857143;188.31;0.0;366.12857142857143;186.65142857142857;289.01000000000005;0.0;211.14857142857142;373.68142857142857;212.24428571428572;541.0171428571429;64.19714285714285;474.1771428571428;5.131428571428572;105.25857142857141;80.8442857142857;17.897142857142857;28.594285714285714;71.68571428571428;5691.452857142857;4853.528571428571;5834.87;3073.785714285714;664.2942857142856;6148.504285714285;1750.0142857142857;1074.83;2455.1242857142856;1878.5985714285712;2130.9185714285713;1781.6514285714286;1995.7042857142858;1320.1985714285713;4748.185714285714;4645.744285714286;1128.7842857142857;1439.6914285714286;0.0;86.15428571428572;3134.3971428571426;848.7342857142858;0.0;364.2757142857143;423.20428571428573;421.81;332.9271428571429;7129.784285714285;778.6457142857142;36375.96428571428;31.689999999999998;2143.772857142857;514.83;4576.5028571428575;2614.4285714285716;42.67714285714286;44.52428571428572;45.07857142857143;50.88428571428572;35256.83571428571;22593.221428571425;1428.2657142857145;2596.075714285714
2019-03-24;99000000000.0;60.39;98.63428571428572;73.67571428571429;31.32;53.604285714285716;34.36571428571428;27.655714285714286;139.15;32.44714285714286;57.40714285714286;43.07714285714286;117.15714285714286;49.72428571428571;267.1542857142857;198.2942857142857;0.0;374.4985714285714;184.93428571428572;296.7042857142857;0.0;208.33714285714285;370.8157142857143;214.33285714285714;556.4914285714286;62.47571428571428;475.86571428571426;5.04;69.89285714285714;79.49428571428572;17.37857142857143;30.68;69.42714285714285;5605.347142857143;4774.851428571428;5738.0314285714285;2924.7357142857145;573.0871428571429;6262.957142857143;1678.042857142857;1161.3614285714286;2326.7128571428575;1925.5700000000002;2104.532857142857;1716.402857142857;1702.8957142857143;1060.97;4709.542857142857;3140.0385714285717;1127.6385714285714;1413.9414285714286;0.0;123.39428571428572;2974.0842857142857;821.5414285714286;0.0;368.87;474.1842857142857;458.59285714285716;307.96285714285716;7479.058571428572;770.0071428571429;37972.57142857143;19.845714285714283;1923.537142857143;493.3614285714286;4078.0;2451.0614285714287;42.55142857142857;44.47571428571428;45.14;50.74571428571429;35326.77428571428;22192.25;1469.3171428571427;1979.6914285714286
2019-03-31;99000000000.0;61.294285714285714;100.73428571428572;73.48571428571428;31.16857142857143;56.215714285714284;34.72857142857143;29.681428571428572;143.08571428571426;32.05428571428571;58.174285714285716;45.58571428571429;116.58571428571429;49.722857142857144;274.7057142857143;198.21571428571428;0.0;300.0257142857143;186.19142857142856;302.98;0.0;198.88285714285715;373.1171428571428;223.85714285714286;563.3571428571429;62.785714285714285;489.9342857142857;5.102857142857142;52.58857142857143;79.62;18.345714285714287;29.765714285714285;71.63285714285715;5608.867142857142;4775.435714285714;5737.12;2986.002857142857;553.0728571428572;6545.99;1632.2685714285715;1038.087142857143;2152.6600000000003;1945.1585714285716;1980.3585714285714;1723.577142857143;1729.4742857142858;1079.02;5024.8;3367.651428571429;1157.1857142857143;1380.2742857142857;0.0;122.10714285714286;3159.6657142857143;771.5785714285714;0.0;378.9571428571429;457.11285714285714;409.09714285714284;290.12857142857143;7499.384285714286;724.0157142857144;36470.78571428572;14.405714285714286;1931.804285714286;462.40857142857146;3861.722857142857;2392.09;42.55571428571428;44.46999999999999;45.08857142857143;50.81714285714286;35197.23428571429;22234.43857142857;1470.52;2102.1600000000003
2019-04-07;99000000000.0;59.16428571428571;108.72714285714287;73.53285714285714;32.00142857142857;57.449999999999996;35.11;30.740000000000002;135.82571428571427;32.48571428571429;56.4;48.035714285714285;120.67142857142858;48.75571428571429;273.58714285714285;208.0557142857143;0.0;381.0814285714286;182.27;298.5042857142857;0.0;200.81857142857143;374.9871428571428;222.67285714285714;581.6785714285714;64.22714285714285;479.8157142857143;5.03;33.93142857142857;80.0257142857143;17.84;29.942857142857143;75.49857142857142;5701.351428571428;4854.374285714285;5851.3042857142855;2967.8585714285714;601.04;6187.461428571428;1655.83;974.8085714285714;2169.1842857142856;1792.8342857142857;1992.4257142857143;1759.8314285714284;1737.3971428571426;1122.702857142857;4879.371428571429;3936.895714285714;1115.2557142857142;1302.8242857142857;0.0;133.47857142857143;3257.094285714286;779.2171428571429;0.0;362.26142857142855;439.7142857142857;400.9157142857143;286.38428571428574;6821.092857142858;727.9785714285715;36542.23857142857;10.025714285714287;1926.4185714285716;454.56;3779.2328571428566;2295.6014285714286;42.548571428571435;44.465714285714284;45.048571428571435;50.107142857142854;33087.97714285714;21093.29857142857;1498.7657142857145;1146.3214285714287
